health_category,risk_label,silver_label,silver_score,agree,n_rules
substance_use,1,0,2.0,False,1
substance_use,1,0,3.0,False,1
substance_use,1,0,1.0,False,1
substance_use,1,0,2.0,False,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,1.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,3.0,True,2
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,1.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,2.0,True,1
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
weight_management,0,0,0.0,True,0
